param_config,cluster_label,num_points,avg_lon,avg_lat,median_lon,median_lat,bounding_box_area,density,radius_avg,radius_max,std_lon,std_lat,has_shop,amenity_rel_restaurant,shop_rel_clothes,shop_rel_confectionery,amenity_rel_atm,amenity_rel_post_box,shop_rel_convenience,amenity_rel_school,amenity_rel_pharmacy,amenity_rel_clinic,shop_rel_agrarian,amenity_rel_cafe,amenity_rel_pub,amenity_rel_bar,shop_rel_toys,shop_rel_gas,shop_rel_truck,amenity_rel_hospital,amenity_rel_charging_station,shop_rel_vacant,shop_rel_bakery,amenity_rel_doctors,amenity_rel_taxi,amenity_rel_biergarten,shop_rel_hairdresser,shop_rel_paint,shop_rel_variety_store,shop_rel_lottery,shop_rel_tobacco,shop_rel_furniture,shop_rel_butcher,amenity_rel_library,amenity_rel_bank,amenity_rel_fast_food,shop_rel_car,shop_rel_computer,shop_rel_motorcycle,shop_rel_pet,shop_rel_beauty,shop_rel_hifi,shop_rel_electronics,shop_rel_doityourself,shop_rel_supermarket,shop_rel_grocery,shop_rel_ticket,shop_rel_hardware,amenity_rel_dentist,shop_rel_wholesale,shop_rel_kitchen,shop_rel_sports,shop_rel_car_repair,amenity_rel_veterinary,shop_rel_ice_cream,shop_rel_dry_cleaning,shop_rel_interior_decoration,shop_rel_newsagent,amenity_rel_cinema,shop_rel_florist,shop_rel_video,shop_rel_chemist,shop_rel_kiosk,shop_rel_tea,shop_rel_mobile_phone,shop_rel_shoes,shop_rel_estate_agent,shop_rel_beverages,shop_rel_pet_grooming,shop_rel_gift,shop_rel_greengrocer,shop_rel_mall,shop_rel_bicycle,shop_rel_optician,shop_rel_appliance,shop_rel_yes,shop_rel_stationery,shop_rel_books,shop_rel_cosmetics,shop_rel_outdoor,shop_rel_funeral_directors,shop_rel_bed,shop_rel_herbalist,shop_rel_general,shop_rel_travel_agency,shop_rel_fabric,amenity_rel_post_office,shop_rel_lighting,shop_rel_jetski,shop_rel_copyshop,shop_rel_second_hand,shop_rel_nutrition_supplements,amenity_rel_community_centre,shop_rel_perfumery,shop_rel_laundry,amenity_rel_college,shop_rel_car_parts,amenity_rel_parcel_locker,shop_rel_radiotechnics,shop_rel_musical_instrument,amenity_rel_language_school,shop_rel_video_games,shop_rel_jewelry,shop_rel_massage,shop_rel_games,shop_rel_sewing,shop_rel_tattoo,shop_rel_alcohol,shop_rel_outdoor;hunting,shop_rel_medical_supply,shop_rel_pawnbroker,shop_rel_tyres,amenity_rel_bureau_de_change,shop_rel_pastry,shop_rel_wine,amenity_rel_car_rental,shop_rel_watches,shop_rel_accessories,shop_rel_bookmaker,shop_rel_deli,shop_rel_erotic,amenity_rel_arts_centre
Alicante_hdbscan_5_5,76,41,-0.49692901559059566,38.35105104187928,-0.4970583,38.3511524,5.751016556467712e-06,7129174.398548819,0.0008276246295068686,0.0016730868645095797,0.0006483142241863264,0.0007017498145013987,Yes,0.049,0.024,,,,0.073,0.024,0.024,,,0.024,,,,,,,,,0.024,,,,0.049,,,,0.024,0.024,0.049,,0.073,0.049,,0.024,,,,,0.049,,0.024,,,,0.049,,,,,0.024,,0.024,,,,,,0.024,0.024,,,0.024,0.024,,,,0.024,,,,,,,,,,,,,0.024,0.024,0.024,,,,,,,,,,,,,,,,,,0.024,0.024,,,,,,,,,,,,,,,,,
Alicante_hdbscan_5_5,77,9,-0.48528553333333335,38.35488548888888,-0.4852867,38.3547623,7.513794000005666e-08,119779701.17351119,0.0003165969054728316,0.0007468551511500927,1.729213051586525e-05,0.00039733884907963257,Yes,,,,,,0.111,,0.111,,,,,,,,,,,,0.111,,,,,,,,0.111,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,,0.111,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,
Alicante_hdbscan_5_5,78,6,-0.4856233420918117,38.35701188601041,-0.48559825,38.3570014,5.769730302411926e-07,10399099.586148445,0.0003587233169585404,0.0007344720577928827,0.00014823866469071127,0.0003947189489716731,Yes,0.167,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,
Alicante_hdbscan_5_5,79,10,-0.48523424207587385,38.35941167723467,-0.48512955,38.3595173,1.2767542456044842e-06,7832360.874794242,0.0004888008473121092,0.0007990630398968349,0.00047475972579406726,0.00025137001404986294,Yes,0.1,,,,,,,,0.1,,,0.1,,,,,,,,0.1,,,,,,,,,,0.1,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alicante_hdbscan_5_5,80,7,-0.5022704196435007,38.34102285956851,-0.5022593,38.341055616979524,6.911774953087485e-07,10127644.559481937,0.00039121288470527377,0.0005499471071362691,0.00023594465523824547,0.0003390734032006275,Yes,0.143,,,,,,,0.143,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alicante_hdbscan_5_5,81,21,-0.48065090900774315,38.360932903997735,-0.4804225,38.3608515,3.6835449600027236e-06,5701029.912224683,0.0007199928638679249,0.001596417112006145,0.0006722311344104897,0.0004071850831584411,Yes,0.048,,,,,0.048,0.048,0.048,,,0.095,,,0.048,,,,,,,,,,0.095,,,,,0.048,0.095,,,,,,,,,,,,0.143,,,,,,,,,0.048,,,,,,,,,,,,0.095,,,,,,,,,,,,,,,,,,,,,,,,0.048,,,,,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alicante_hdbscan_5_5,82,8,-0.4833423375,38.359405575,-0.4833689,38.35934505,2.3465950000117054e-07,34091950.25115154,0.0002173052314484586,0.00044233716725010754,0.00021601548519434058,0.00011584410591339982,Yes,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alicante_hdbscan_5_5,83,8,-0.48204942500000003,38.359397762499995,-0.48203025,38.35938405,2.751465500013022e-07,29075414.538042136,0.00021440648458409295,0.0003206675412805077,0.00019242556840244057,0.00014016187014966332,Yes,0.5,0.125,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alicante_hdbscan_5_5,84,5,-0.4962704843785164,38.33999308817191,-0.496218421892582,38.3398987,5.808528339701206e-07,8608032.375128608,0.00035923131163305324,0.00047153562331073064,0.00021771071083072764,0.0003087844635068716,No,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alicante_hdbscan_5_5,85,21,-0.49876581136385617,38.3410112471826,-0.4986458,38.3410723,5.061499470006816e-06,4148968.1317642657,0.0008537392709800271,0.0016423592067156482,0.0007434706155847706,0.000528785867977917,Yes,0.048,,,0.048,0.048,0.048,0.048,0.048,,,0.048,,,,,,,,,,,0.048,,0.048,,,,,,,,0.238,,,0.048,,,,,,,0.048,,,,,,,,,,,,,,,,,,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048,,,,,,,,,,,,,,
Alicante_hdbscan_5_5,86,11,-0.4861635910579993,38.35224049132123,-0.4861873,38.3522221,1.0853413319140393e-06,10135060.442783559,0.0004399744952108145,0.0007781078611893829,0.0002962535297927332,0.00037388983848730614,Yes,,,,,,,0.091,,,,,,,,,,,,,0.091,,,,,,,,,,,,0.182,,,,,,0.091,,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,0.182,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091,,,,,,,,,,,,,
Alicante_hdbscan_5_5,87,12,-0.4889233047927582,38.34106057788413,-0.48897103541058806,38.34112985,7.751640599933855e-07,15480593.875962717,0.0004245304578902581,0.0005829133182292844,0.0003805109201751233,0.00021617827512442693,Yes,0.083,,,,,,,0.083,,,0.083,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,0.083,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,0.083,,,,,,,,,,,,,,,0.083,0.083,,,,,,,,,,,
Alicante_hdbscan_5_5,88,20,-0.49327884967134156,38.34074175129162,-0.49325425,38.341079449999995,2.7792578255350593e-06,7196165.759162565,0.0006272635760762597,0.0012329901916315984,0.0003475313451258021,0.0005847977077539953,Yes,0.15,,,,0.05,,,,,,,,0.05,,,,,,,,0.05,,,,,,,,0.05,,,0.15,,,,,,0.05,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alicante_hdbscan_5_5,89,6,-0.48861692739766127,38.34939569328706,-0.4886542321929839,38.34937147986116,2.5229064000031063e-07,23782095.126448657,0.00025461492039044085,0.000457626022661199,0.00012848611925392586,0.00024981583354421403,Yes,,,,,0.167,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,
Alicante_hdbscan_5_5,90,27,-0.4874626297974555,38.35061885307626,-0.4875417,38.3505188,2.530857270008239e-06,10668321.884430924,0.000646650762105909,0.001164622079847683,0.0005969346531774933,0.0003614056148411593,Yes,0.296,,,,,,0.074,,,,,0.074,0.037,,,,,,,0.037,,,,,,,,0.037,,,,,0.074,,,0.037,,,,,,0.037,,,,,,,0.037,0.037,0.074,,,,0.037,,,,,,,,,,,,,,,,,,,,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alicante_hdbscan_5_5,91,5,-0.4954241,38.3430469,-0.4953907,38.3430756,1.9598732999951695e-07,25511853.240780022,0.0003268363448818898,0.000568924362283866,0.00035363970930878553,7.220936227418744e-05,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,
Alicante_hdbscan_5_5,92,31,-0.4975324062116115,38.342890373781955,-0.4974285,38.3428617,2.910504338532083e-06,10651075.000848442,0.0006687384597601749,0.002033751636525953,0.0007765102434878167,0.0002435423113678469,Yes,0.032,,,,,,,0.032,,,0.226,,,,,,,,,,,,,0.097,,,0.032,0.032,,,,0.097,,,,,,,,0.032,,0.097,,,,0.032,,,,,,,,,,,,,,,,,,,,,,,,0.032,,,,,,,,,,,,,,,0.032,,,,,,,0.032,,,,,,,,0.065,,,,,,,,,0.032,,,,,,,,,,
Alicante_hdbscan_5_5,93,6,-0.4941553037173499,38.34283272255481,-0.49415560000000003,38.34283985,3.716896248754334e-07,16142500.620002015,0.0002570865139476793,0.0005969435164554597,0.00012669684870692988,0.0003042970884112536,Yes,0.167,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alicante_hdbscan_5_5,94,6,-0.4807423333333333,38.34492838333333,-0.4807279,38.34495565,1.3146119999998404e-07,45640843.07765887,0.00015510674686156997,0.000404205683683143,6.700601133893321e-05,0.00019643094984133424,Yes,,,,0.167,,0.167,,,,,0.167,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alicante_hdbscan_5_5,95,11,-0.49115055454545453,38.345364599999996,-0.4912135,38.345518,1.078801470000472e-06,10196500.75189014,0.0004059251088069822,0.0006616519232408516,0.00024397160178868065,0.00036168803232462836,Yes,0.091,,,,,,,,,,,0.182,,,,,,,,,,,,,,0.091,,,0.182,,,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alicante_hdbscan_5_5,96,16,-0.48692636875000006,38.3487982125,-0.48692015,38.348696849999996,9.767638999989196e-07,16380621.7654212,0.0004044322007684167,0.0007727007020087745,0.0001928865104107527,0.00038888697245278276,Yes,0.5,,,,,,,0.062,,,0.125,0.062,,,,,,,,,,,,,,,,,,,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alicante_hdbscan_5_5,97,11,-0.4880737,38.342280290909095,-0.4881384,38.3422901,7.262137499996691e-07,15147055.53289925,0.0003081730208860226,0.0007070443030247217,0.00018005768772560185,0.0002974519807065985,Yes,0.273,,,,,,,,,,0.091,0.182,0.091,,,,,,,,,,,,,,,,,,,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091,,,,,,,,,
Alicante_hdbscan_5_5,98,51,-0.4862376901040091,38.34344248950783,-0.4863639,38.3434702,5.971109550013099e-06,8541126.163040858,0.0011052462394621394,0.00212765937822948,0.0011668007644659634,0.0003441748738552333,Yes,0.275,0.078,0.02,,0.02,0.02,,0.02,,,0.078,0.078,0.02,,,,,,,0.02,,0.02,,0.02,,,,,,,,0.02,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,0.02,,,,,0.02,,,,,,0.02,0.02,,,,,,,
Alicante_hdbscan_5_5,99,29,-0.4897433275862069,38.34609140689655,-0.4898295,38.3461809,1.7003886000002514e-06,17054924.974206317,0.0005517593388333493,0.0009314905208669933,0.00030774753075740095,0.0005015057134689773,Yes,0.138,0.069,,,,,,0.034,,,0.069,0.034,,,,,,,,,0.069,,,,,,,,0.069,,,0.069,0.034,,,,,,,0.034,,,,,,,,,0.034,,,,,,,0.034,,,0.069,0.034,,0.103,,,,,,,,,0.034,,,,,,,,,,,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alicante_hdbscan_5_5,100,9,-0.48634310000000003,38.34512377777778,-0.4862883,38.345109,4.5219335999790273e-07,19902990.172261138,0.0002317621181133507,0.0005217437317323375,0.00019505182217382713,0.0001812802543492139,Yes,0.444,,,,,0.111,,,,,0.111,,0.111,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alicante_hdbscan_5_5,101,12,-0.4913806982721906,38.340414823997236,-0.49142695000000003,38.340373299999996,1.5171094656311225e-06,7909778.609817032,0.00043396240633865546,0.0007774638055718741,0.0003083336713944499,0.0003728632908412595,Yes,0.167,,,,,,0.083,,,,0.083,,0.083,,,,,,,,,,,0.167,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alicante_hdbscan_5_5,102,31,-0.4940294873397928,38.34491163438197,-0.4941528,38.3448501,2.867743350001824e-06,10809893.430658737,0.0006142063719249413,0.0013339490989829974,0.00039732546829312777,0.0005692713798417741,Yes,,0.032,,,,0.032,,0.032,,,0.129,,,,,,,,,0.032,0.032,,,0.032,,,,,0.032,,,0.032,0.032,,,,,0.065,,,,0.032,,,,,,0.032,,,,,,,,,,,,,,,0.032,,,,0.032,,,,0.032,,,,0.097,,,,,,,,,,,,0.032,,,,,,,,,,,,,,,,,0.032,,,,,,,,,0.097,,,,,,
Alicante_hdbscan_5_5,103,45,-0.49210220444444447,38.34319707777778,-0.4921099,38.3432626,4.938390720002518e-06,9112280.204506997,0.0006701758664701094,0.0014973459731115312,0.00046261572532024564,0.0005765421391131589,Yes,0.044,0.378,,,,,,0.022,0.022,,0.044,0.022,0.022,,,,,,,,,,,0.022,,,,,,,,0.022,0.022,,,,,0.022,,0.022,,,,,,,,,0.022,,,,,,,,,,,,,0.067,0.089,,,,,,,,0.044,,,,0.044,0.022,,,,,,,,,,,,,,,,,,,,,,,,0.022,,,,,,,,,,,,,,0.022,,,,,
Alicante_hdbscan_5_5,104,13,-0.48975296458554735,38.34291530592315,-0.4898306,38.3428509,1.0573559000005647e-06,12294819.558857199,0.0005241591645938549,0.0009772670053832986,0.000569538793274355,0.00015896565289046007,Yes,0.077,0.231,,,0.077,,,,,,0.077,,,,,,,,,,,,,,,,,,,,,0.077,0.077,,,,,0.077,,,,,,,,,,,0.077,,,,,,,,,,,,,0.077,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,,,,
Alicante_hdbscan_5_5,105,5,-0.49541377999999997,38.34439746,-0.4954232,38.3444062,3.335919999982296e-08,149883690.2571565,0.00011675086951051932,0.0002506087827670768,0.00014377553894872762,2.8181667800312617e-05,Yes,,0.2,,0.4,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alicante_hdbscan_5_5,106,10,-0.49519330000000006,38.34466996,-0.49516420000000005,38.3446752,7.209047000032759e-08,138714590.15254802,0.00011531049442914788,0.0002669835605417085,0.0001345765878598445,4.527533986677551e-05,Yes,,,,0.3,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,0.2,,,,,,
Alicante_hdbscan_5_5,107,27,-0.48177363242694865,38.34582163618726,-0.4817767,38.3457151,1.4206422604487013e-06,19005488.39893881,0.00046439372377207175,0.0009351940089356511,0.00020641050667364496,0.00048310450236577413,No,0.519,,,,,,,0.037,0.037,,0.074,0.037,0.148,,,,,,,,,,,,,,,,,,,,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alicante_hdbscan_5_5,108,34,-0.4878455852941177,38.34729260588236,-0.48802795,38.34723935,2.826045600007172e-06,12030945.289741153,0.0005574374262870971,0.001334545975763624,0.0005433775267237737,0.0003123673581475998,Yes,0.235,0.059,,,,0.029,,,,,0.088,,,,,,,0.029,,,,0.029,,0.059,,,0.029,,,,,0.059,,,0.059,,,,,0.029,,,,,,0.059,,,,,,,,,,,,,,0.029,,0.029,,,,,,,,,0.059,,,0.029,,,,,,,,0.029,,,,,,,,,0.029,,,,,,,,,,,,,,,,,,,,,,,,,0.029,,,
Alicante_hdbscan_5_5,109,19,-0.48210900231800097,38.34417999079162,-0.4821208885168566,38.3441447,1.7295623099946804e-06,10985438.27545504,0.000551430731899454,0.000971453650307188,0.0005137934526409972,0.00030142014476776825,Yes,0.263,,,,,,,,,,0.105,,,,,,,,,,,,,,,,,,,,,0.053,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053,0.053,0.053
Alicante_hdbscan_5_5,110,8,-0.48554959999999997,38.3479353875,-0.48556875,38.34809045,3.347787099995127e-07,23896382.18037116,0.0002607181253129764,0.0005892845812138993,0.00012483006448768362,0.000266167524489453,Yes,0.125,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alicante_hdbscan_5_5,111,8,-0.48606238364006393,38.347185988939955,-0.4861154,38.3471695,1.7395490000020954e-07,45988931.61382843,0.00017736588958465417,0.00036560275383330803,0.000124875678562493,0.00015009579578279818,Yes,,0.125,,,,,,0.125,,,0.125,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,0.125,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alicante_hdbscan_5_5,112,12,-0.48449964166666654,38.34751383333333,-0.48448455,38.34754255,3.149460300016952e-07,38101766.19764158,0.00018534265522288107,0.0003271129588470048,0.00011805479277530171,0.00017841879727886322,Yes,,0.083,,,,0.083,,,,,0.25,,0.083,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,
Alicante_hdbscan_5_5,113,11,-0.48508880909090907,38.34743599090909,-0.4851087,38.3473644,2.610610800007598e-07,42135733.13941697,0.00022045788184592147,0.0004412546473448195,0.00011092215496829546,0.00021462101250491165,Yes,0.182,0.182,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,0.091,,,,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alicante_hdbscan_5_5,114,15,-0.48350189010183514,38.346585971312535,-0.4834498,38.3466347,4.490498999989e-07,33403860.016529888,0.0002837812445042906,0.0005184805630281991,0.00014270282631474187,0.0002728313739868979,No,0.4,,,,,,,,,,,0.133,0.267,,,,,,,,,,,,,,,,,,,,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alicante_hdbscan_5_5,115,10,-0.48317274,38.3445411,-0.48315115,38.3445721,2.699664999969952e-07,37041632.94375896,0.00017608007754891183,0.00035881899838229064,0.0001619105753186008,0.00012666247273621504,Yes,0.1,,,,,,,0.1,,,0.3,0.1,,,,,,,,0.1,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alicante_hdbscan_5_5,116,12,-0.48366334166666664,38.34553375000001,-0.48369445,38.34553355,5.0786189999995e-07,23628470.653146416,0.000280486041464098,0.0005001191566959824,0.00017241866903139032,0.000258067163415623,Yes,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,0.167,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,
Alicante_hdbscan_5_5,117,8,-0.4837581625,38.344867900000004,-0.483773,38.34488,1.9649868000033767e-07,40712741.6834874,0.00017780424212990447,0.00038568306471566436,0.00010431987990670867,0.0001805545900831398,Yes,0.125,,,,,,,0.125,,,0.125,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
