param_config,cluster_label,num_points,avg_lon,avg_lat,median_lon,median_lat,bounding_box_area,density,radius_avg,radius_max,std_lon,std_lat,has_shop,shop_rel_bakery,shop_rel_hairdresser,shop_rel_greengrocer,shop_rel_convenience,shop_rel_hardware,shop_rel_supermarket,shop_rel_butcher,shop_rel_bicycle,shop_rel_kiosk,shop_rel_travel_agency,shop_rel_florist,shop_rel_alcohol,shop_rel_seafood,shop_rel_computer,shop_rel_optician,shop_rel_jewelry,shop_rel_laundry,amenity_rel_pub,amenity_rel_bar,amenity_rel_restaurant,amenity_rel_bank,amenity_rel_post_box,amenity_rel_cafe,amenity_rel_pharmacy,amenity_rel_school,amenity_rel_community_centre,amenity_rel_fast_food,amenity_rel_dentist,amenity_rel_post_office,amenity_rel_veterinary,amenity_rel_library,amenity_rel_clinic,shop_rel_tobacco,shop_rel_repair,amenity_rel_theatre,amenity_rel_arts_centre,shop_rel_clothes,amenity_rel_college,amenity_rel_university,shop_rel_car_repair,shop_rel_beauty,shop_rel_storage_rental,amenity_rel_charging_station,amenity_rel_taxi,shop_rel_car,shop_rel_pet,shop_rel_variety_store,shop_rel_curtain,shop_rel_furniture,shop_rel_kitchen,amenity_rel_atm,shop_rel_interior_decoration,shop_rel_motorcycle,shop_rel_motorcycle_repair,shop_rel_yes,shop_rel_medical_supply,shop_rel_carpet,shop_rel_lighting,shop_rel_fabric,shop_rel_confectionery,shop_rel_newsagent,shop_rel_copyshop,shop_rel_video,amenity_rel_car_rental,shop_rel_sports,amenity_rel_hospital,shop_rel_video_games,shop_rel_massage,shop_rel_electronics,shop_rel_books,shop_rel_herbalist,amenity_rel_language_school,shop_rel_hearing_aids,shop_rel_farm,shop_rel_lottery,shop_rel_tyres,shop_rel_sewing,amenity_rel_doctors,shop_rel_shoes,shop_rel_cosmetics,shop_rel_mobile_phone,shop_rel_printer_ink,amenity_rel_biergarten,shop_rel_nutrition_supplements,shop_rel_locksmith,shop_rel_pawnbroker,shop_rel_erotic,shop_rel_mall,shop_rel_chemist,shop_rel_gift,shop_rel_ice_cream,shop_rel_wine,shop_rel_houseware,shop_rel_estate_agent,shop_rel_photo,shop_rel_hifi,shop_rel_frame,shop_rel_bathroom_furnishing,shop_rel_health_food,shop_rel_stationery,shop_rel_baby_goods,shop_rel_vacant,shop_rel_toys,shop_rel_tattoo,shop_rel_appliance,amenity_rel_parcel_locker,shop_rel_deli,shop_rel_paint,shop_rel_music,shop_rel_pastry,shop_rel_outdoor,shop_rel_second_hand,shop_rel_bag,shop_rel_craft,shop_rel_fashion_accessories,shop_rel_garden_centre,shop_rel_bed,shop_rel_tea,shop_rel_art,shop_rel_party,shop_rel_model,shop_rel_catalogue,shop_rel_wool,shop_rel_department_store,shop_rel_wigs,shop_rel_dry_cleaning,shop_rel_bookmaker,shop_rel_leather,shop_rel_skate,shop_rel_musical_instrument,shop_rel_cheese,shop_rel_antiques,shop_rel_esoteric,amenity_rel_ice_cream,shop_rel_pet_grooming,shop_rel_collector,shop_rel_tiles,amenity_rel_money_transfer,shop_rel_funeral_directors,shop_rel_tailor,shop_rel_perfumery,shop_rel_charity,shop_rel_printing,amenity_rel_bureau_de_change,shop_rel_spy,shop_rel_rental,shop_rel_hairdresser_supply,amenity_rel_bicycle_rental,shop_rel_food,shop_rel_shoe_repair,shop_rel_russian,shop_rel_car_parts
Bilbao_hdbscan_5_5,32,9,-2.9502735999999996,43.25755304444445,-2.950413,43.2576311,1.8247311200029836e-06,4932233.522704038,0.0005436905582678972,0.0009781433789370197,0.00046464785471247977,0.0003952254324686211,Yes,0.111,,,,,0.111,,,,,,,,,,,0.111,,0.111,,0.222,0.111,,0.111,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,33,15,-2.9276736327022754,43.248861507528964,-2.9275275,43.2490381,5.357914499993606e-06,2799596.746088035,0.0008512478476792798,0.0014376854071160871,0.0006996874041398913,0.0005613784127911504,Yes,,0.133,,,,0.133,,,,,,,,,,,,0.067,0.133,0.067,,,,0.067,,,,,,,,,,,,,,,,,,,0.067,,,,,,,,0.067,,,,,,,,,,,,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,34,6,-2.950109233333333,43.26079015,-2.9501641999999997,43.260776750000005,6.613937200015144e-07,9071752.299048534,0.00038796859847987035,0.0006379438248103643,0.00026374570244004956,0.0003115054988819638,No,,,,,,,,,,,,,,,,,,,,0.167,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,35,7,-2.949639271428571,43.26840692857143,-2.9496219,43.2682808,2.451902600001357e-07,28549258.03331717,0.00027429276833188437,0.0003351977585647291,0.00018583277209278354,0.00021162865532495844,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,0.143,,,,,0.143,,,,,,,,0.286,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,36,10,-2.9148265448186264,43.259121074477946,-2.9147413,43.2591639,2.26757648691157e-06,4409994.57249619,0.0006408267433879076,0.0011020631354219865,0.00038912694557446877,0.0005830821255733426,No,,,,,,,,,,,,,,,,,,,0.2,,,,0.1,,,,,,,,,0.2,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,37,33,-2.9158133914391087,43.26251150032186,-2.9158721,43.2624662,7.7529264400045e-06,4256457.255897922,0.0008988931399862083,0.0019816543323784614,0.0006371411677253983,0.0008313994252571886,Yes,0.03,0.03,0.03,,,0.061,0.03,,,,,,,,,0.03,,,0.061,,0.061,0.03,0.152,0.061,,,,,,0.03,,0.03,,,,,,,,,,,,0.03,,0.03,,,0.061,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,38,45,-2.9312990181491587,43.24925526112521,-2.9313208,43.2495015,1.9260669739996946e-05,2336367.354171098,0.0016967748359234499,0.003231993266180653,0.0008131335158640373,0.0016669128021353653,Yes,0.022,0.067,0.022,,0.022,0.022,0.067,,,,,,0.022,,,,,0.044,0.089,0.067,0.044,0.022,0.022,0.044,0.067,,0.111,,,,,,,,,,,,,0.022,,,,,,,,,,,,,,,0.089,,,,,,,,,,,,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,39,8,-2.9340398125,43.250948125,-2.93404365,43.25093165,1.4062671999953233e-07,56888193.08326757,0.0001874257249411516,0.0003735219381515918,7.032240819066167e-05,0.00020498335755573613,Yes,,0.125,,,,0.125,0.125,,,,,,,,,,,,0.25,,0.125,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,40,17,-2.9337459705882356,43.24885174117647,-2.9336983,43.2486962,1.9660190399971065e-06,8646915.240467366,0.0006106274203513665,0.000997880852353385,0.0003042124988047718,0.0005940427663936221,Yes,0.059,,0.059,,,,0.059,,,,,,,0.059,,,,,0.059,,0.118,,0.118,0.059,,,,,,,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,,,0.059,,,,,,,,,0.118,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,41,8,-2.9122866,43.250255775,-2.91233545,43.25039655,2.544455689995021e-06,3144090.9077161625,0.0006718004719398794,0.0012196786526062948,0.00041783904795990117,0.0006327176260969851,Yes,0.125,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,0.25,0.125,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,42,15,-2.9471097534373443,43.26901805422259,-2.9471057,43.2691279,6.495138651484079e-07,23094195.220255442,0.0002778003933483295,0.0006058898994666737,0.00016107851187456876,0.00027760822539192224,Yes,,,,,,,,0.067,,,,,,,,,,,,,,,0.067,,,0.067,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067,,,,,,,,,,,,,0.067,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,43,6,-2.93640985,43.251085366666665,-2.93626185,43.2510543,6.834187799994984e-07,8779389.995698398,0.00033532869333431376,0.0008328160502855136,0.00037318394369708203,0.00018682168563141454,Yes,0.167,,0.167,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,44,47,-2.938114336170213,43.25251224468086,-2.9382256,43.2524161,3.340400699995302e-06,14070168.288512843,0.0006315725555226166,0.0013197527060804053,0.0004163888620465402,0.000539833484100821,Yes,0.043,,0.064,,0.021,0.021,0.043,,,,,,,,,0.021,0.021,0.021,0.277,,0.043,0.021,,0.021,,0.021,,0.021,,0.021,,,,,,,,,,0.085,0.021,,,,,,,0.021,,0.043,,,0.021,,,,,,,0.021,,,,,,,,,0.021,,,,,,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,45,5,-2.939644569412281,43.25502016940187,-2.939627,43.2551263,8.962664850124462e-07,5578697.94710729,0.0004330572838603502,0.0006865562433596826,0.00039759735224105156,0.0002828522331807466,Yes,,0.2,,,,,,,,,,,,,,,,,0.2,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,46,20,-2.9507003800000002,43.26969668500001,-2.95058715,43.269761,1.3350341400029804e-06,14980890.301393604,0.0005469202491841801,0.00103101005747916,0.0005827218398172816,0.00019001823142747207,Yes,0.05,,0.1,,,0.05,0.05,,0.05,,,,0.05,,,,,,0.15,0.05,,,0.05,0.05,,,,,,,,,,,,0.05,,,,0.05,,,,,0.05,,,,0.05,,,,,,,,,,,0.05,,,,,,,,,,0.05,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,47,5,-2.9414218,43.25534098,-2.941283,43.2552634,3.3535684000252504e-07,14909491.632740675,0.00033572398410523254,0.00045028145242849405,0.00029508231393975294,0.00018391401686796512,Yes,,0.2,,,,,,,,,,,,,,,,,,0.2,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,48,29,-2.946148365517241,43.27012687931034,-2.946147,43.2701794,1.13414016000131e-06,25570031.838010658,0.0004918775356539884,0.0009761579296832803,0.0005365423454547843,0.00014185694197291166,Yes,,0.034,0.103,,,0.034,,,,0.034,,,0.034,,,,,,0.241,0.103,,,,0.069,,,,,,,,0.034,,,,,0.034,,,,0.034,,,,,0.034,,,,,,0.034,,,0.034,,,,,,,,,,,,,,,,,,,,,,0.034,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,49,9,-2.947191177777778,43.271066499999996,-2.9472128,43.2711636,7.152414999805668e-08,125831624.70640379,0.00014466395026372698,0.00019909779965482507,9.923337003448462e-05,0.00011089779078040632,Yes,,,0.111,,,,,,,,,,,,,,,0.333,0.111,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,0.111,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,50,12,-2.9453929916666666,43.27110918333333,-2.9453823,43.27118745,1.6068380000182157e-07,74680832.79001345,0.00018098524577162253,0.00034646826504185023,0.00017119905791376574,0.00010115555540243006,Yes,0.167,,,,,,,,,,,,,,,,,,,,0.083,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,0.083,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,51,10,-2.94625175,43.27115172,-2.9462616500000003,43.271172199999995,1.0330296000025027e-07,96802647.28112121,0.00013141685882911774,0.0002647016223977166,0.00014008534719948815,6.181502729906401e-05,Yes,,0.1,,,,0.1,,,,,,,,,,,,0.1,,,0.2,,,,,,,0.1,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,52,13,-2.947792161538462,43.27101345384616,-2.9477393,43.2709539,1.3490048000117726e-07,96367336.86853117,0.00015521540815300136,0.0003729311471748073,0.0001532357737829325,8.755159898701343e-05,Yes,,0.154,,,,0.077,,,,0.077,,,,,,0.077,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,0.077,,,,0.154,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,53,13,-2.9485436,43.27100784615384,-2.9485098,43.2709375,1.7826335999974461e-07,72925810.44146495,0.00019470471203734263,0.00031998623019426845,0.000183681157695358,0.00010268340151476803,Yes,,0.154,,,,0.077,,,,0.077,,,,,,,,,0.077,,,,,,,,,,,,,,0.077,,,,0.077,,,,,,,,,,,,,,,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,0.077,,,,,,0.077,0.077,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,54,7,-2.9442856428571424,43.27034681428571,-2.9442837,43.2703302,1.1087119999971049e-07,63136323.95083916,0.0001332599591472341,0.00026652757141540834,6.320664199136101e-05,0.00014484187859826052,Yes,,,,0.143,,,,,,,,,,,,,0.143,,,0.143,,0.143,0.286,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,55,15,-2.9439121600000004,43.27032507333333,-2.9439591,43.270339,1.3589351999984125e-07,110380539.11634287,0.0001714944716512258,0.00032368129023097904,8.714625101900464e-05,0.00017172106245021826,Yes,0.133,0.133,,,,,,,,0.067,,,,0.067,,,,,0.2,0.067,,0.133,0.067,,,,,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,56,7,-2.9245961571428576,43.26804314285714,-2.9245731,43.2680731,2.1151950000188212e-07,33093875.505273573,0.0002106484215555655,0.00043469558571838614,0.00018921782502222013,0.00013728885978239012,Yes,0.143,,,,,,,,,,,,0.143,,,,,,0.286,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,57,64,-2.926283747521299,43.26743637022409,-2.9262925500000003,43.2674432,7.253836799990349e-06,8822916.997537792,0.0008532733238549273,0.00198448440073993,0.0007632481520967107,0.0005478611383442211,Yes,0.016,0.109,0.016,,,0.031,0.031,,,,,,,,,,0.016,0.016,0.141,0.062,0.078,0.016,0.016,0.031,0.016,,,,,0.016,0.016,,0.016,,,0.016,0.031,,,,,,,0.016,,,,,0.016,,,,,,,,,,,0.016,0.031,,0.016,,,,,,,,,,,0.016,0.016,,,,0.016,,,,,0.016,,,,,0.016,0.016,0.016,0.016,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,58,111,-2.912510583543243,43.25478439714254,-2.9123857,43.2548999,1.5268670399982842e-05,7269788.206321144,0.0011534276010626517,0.0022473806474967483,0.0008633001010506856,0.0009036799934947544,Yes,0.063,0.045,0.054,0.027,,0.018,0.009,,,,0.009,,0.009,,0.009,0.009,,0.018,0.126,0.018,0.063,,0.072,0.018,0.009,,0.027,0.027,,,,0.009,0.009,,,,0.099,,,0.036,,,,,,,0.036,,0.009,0.009,,,,,,,,,,,,,,,,,,,,0.009,,,,,,,,,0.009,,0.009,,,,,,,,0.009,0.009,,,,0.018,0.009,0.009,0.009,0.009,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,59,157,-2.9287449075158216,43.256355272669914,-2.928754,43.2564558,1.9971461720017856e-05,7861217.280988266,0.001395036857993417,0.003197579897031712,0.0013960787961650395,0.0007590135824629232,Yes,0.019,0.064,0.025,0.064,,0.006,0.006,,,0.006,,,,,,0.013,0.013,0.064,0.127,0.172,0.006,0.013,0.032,0.019,,,0.038,,,,,,0.006,,0.006,0.006,0.032,,,,,,,,,,,,0.006,,,,,,0.064,,0.006,,,,,,,,,,,,,0.013,,,,,,,,,0.013,,0.051,,,,,,0.006,,,0.013,,0.006,,,,,,,,0.006,0.006,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,60,7,-2.9224743285714285,43.26635045714285,-2.9223877,43.2663431,5.989320000014603e-07,11687470.363885937,0.00029848671038565036,0.0006108878817562913,0.0002726626000561041,0.00020912014220922834,Yes,,,,,,0.143,,,,,,,,,,,,0.286,,,,,,0.143,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,61,12,-2.914532241666667,43.25304799166667,-2.9146336,43.253031899999996,3.898485799997585e-07,30781181.76038357,0.00032271520278373707,0.0006748149994427855,0.00033570395305567764,0.00010709752921496763,Yes,0.083,0.083,,,,,,0.083,,,,,,,,,,,0.25,,,,,,,,,0.083,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,62,21,-2.9242293809523807,43.254534061904764,-2.9241782,43.2544727,2.1199401400043814e-06,9905940.07996688,0.0005658681597667471,0.0011852521075633082,0.0005943080519306613,0.00031165783661052165,Yes,,0.095,,,,,,0.048,,0.048,,,,,,,,0.381,,0.19,,,0.048,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048,,,,,,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,63,18,-2.9162026611111114,43.25424297777778,-2.9162522500000003,43.25427305,1.846880840004525e-06,9746162.075056178,0.00048111989755089083,0.0010852933560453987,0.00041318821395869857,0.00035404442369727575,Yes,0.056,,,,,0.056,,,,,,,0.056,,0.111,,0.056,,0.111,0.056,0.056,,0.056,,,,,,,,,,,,,,0.056,,,,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,,,,,,,,0.056,0.056,0.056,,,,,,,,,,,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,64,8,-2.9175325125000002,43.2550803,-2.9175739,43.25506515,3.8738700000223394e-07,20651183.441762026,0.0002587580361251817,0.0004416705051908788,0.00024385213469172806,0.00015255586681626887,Yes,,0.125,0.125,,,,,,,,,,,,,,,,,0.125,0.125,0.125,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,65,7,-2.9199363654949786,43.2560323200967,-2.9198541,43.256233733237536,9.975528262953165e-07,7017172.239385459,0.0004225403444029282,0.0006706510268873197,0.00031398719193534127,0.00033362214493150554,No,,,,,,,,,,,,,,,,,,,0.143,,,0.143,,,,,,,,,,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,66,16,-2.9386342400727328,43.26770384272854,-2.93858505,43.2677512,1.050886661879883e-06,15225238.43948912,0.00037018379157499273,0.000589935685053418,0.00025497819315249893,0.0002942177050774748,Yes,,,,,,,,,,,,,,,,,,0.125,,0.125,0.062,,0.125,,,,,,0.062,,,,,,,,,,,,,,,,,,,,,,0.062,,,,,,,,,,,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,67,16,-2.9406415230098255,43.267861366593465,-2.94070025,43.26797045,1.7632186199962634e-06,9074314.335470157,0.0004889612464124391,0.0011870940874526331,0.0004931348070176596,0.00030678662318856057,Yes,,,,,,0.062,,,,,,,,,,,,,,0.438,,,,,,,0.25,,,,,,,,,,,,,,,,0.062,,,,,,,,,,,,0.062,,,,,,,,,,,,,,0.062,,,,,,,,,,,,,,,,,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,68,10,-2.9469689699999995,43.259334839999994,-2.9468252,43.259345499999995,1.702432889998258e-06,5873946.667002088,0.0003883258495584058,0.0009890424371587023,0.00037795837085579905,0.0003029570438201555,Yes,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,0.1,,,0.2,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilbao_hdbscan_5_5,69,14,-2.9468167928571423,43.257856607142855,-2.94683415,43.2577531,1.772150380005556e-06,7900006.770281034,0.00043243607848932844,0.0009826096115319594,0.00039356980768396113,0.0003129342228114149,Yes,,0.143,0.071,,0.071,,,,,,,,,,,,,,,0.071,0.071,,0.143,0.071,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
