param_config,cluster_label,num_points,avg_lon,avg_lat,median_lon,median_lat,bounding_box_area,density,radius_avg,radius_max,std_lon,std_lat,has_shop,shop_rel_convenience,amenity_rel_pharmacy,amenity_rel_post_box,amenity_rel_cafe,amenity_rel_school,amenity_rel_doctors,amenity_rel_restaurant,shop_rel_kiosk,amenity_rel_community_centre,shop_rel_bakery,shop_rel_supermarket,amenity_rel_pub,amenity_rel_bank,amenity_rel_library,shop_rel_tobacco,shop_rel_hardware,shop_rel_appliance,shop_rel_hairdresser,amenity_rel_bench,amenity_rel_veterinary,amenity_rel_clinic,amenity_rel_taxi,shop_rel_frozen_food,shop_rel_electrical,shop_rel_car,shop_rel_truck,shop_rel_caravan,shop_rel_tyres,amenity_rel_car_rental,amenity_rel_charging_station,amenity_rel_post_office,amenity_rel_dentist,shop_rel_greengrocer,shop_rel_butcher,amenity_rel_bar,amenity_rel_fast_food,shop_rel_copyshop,shop_rel_beauty,shop_rel_dry_cleaning,shop_rel_florist,amenity_rel_college,amenity_rel_hospital,shop_rel_confectionery,shop_rel_furniture,shop_rel_optician,shop_rel_bed,shop_rel_curtain,shop_rel_kitchen,shop_rel_electronics,amenity_rel_atm,shop_rel_doityourself,shop_rel_sports,shop_rel_fabric,shop_rel_car_repair,amenity_rel_cinema,shop_rel_bicycle,shop_rel_pastry,shop_rel_shoes,shop_rel_clothes,shop_rel_trade,shop_rel_laundry,amenity_rel_theatre,shop_rel_boutique,shop_rel_travel_agency,shop_rel_alcohol,shop_rel_bathroom_furnishing,shop_rel_bag,shop_rel_cosmetics,shop_rel_jewelry,shop_rel_mobile_phone,shop_rel_interior_decoration,shop_rel_variety_store,shop_rel_houseware,shop_rel_fashion_accessories,shop_rel_mall,shop_rel_gift,shop_rel_wine,amenity_rel_bureau_de_change,shop_rel_garden_centre,amenity_rel_research_institute,shop_rel_newsagent,shop_rel_books,shop_rel_toys,shop_rel_deli,shop_rel_stationery,shop_rel_motorcycle,shop_rel_car_parts,shop_rel_coffee,shop_rel_pet,shop_rel_boat,shop_rel_lottery,shop_rel_fuel,shop_rel_nutrition_supplements,shop_rel_party,shop_rel_second_hand,shop_rel_yes,shop_rel_paint,shop_rel_shoe_repair,shop_rel_model,amenity_rel_events_venue,shop_rel_pet_grooming,amenity_rel_language_school,shop_rel_computer,shop_rel_seafood,shop_rel_beverages,shop_rel_department_store,amenity_rel_university,shop_rel_bookmaker,shop_rel_funeral_directors,shop_rel_telecommunication,amenity_rel_telephone,shop_rel_watches,shop_rel_locksmith,shop_rel_e-cigarette,shop_rel_perfumery,shop_rel_chemist,shop_rel_health_food,shop_rel_ticket,shop_rel_tailor,amenity_rel_social_facility,shop_rel_medical_supply,shop_rel_lighting,amenity_rel_music_school,amenity_rel_arts_centre,shop_rel_haberdashery,shop_rel_tattoo,shop_rel_charity,shop_rel_storage_rental,shop_rel_frame,shop_rel_massage,shop_rel_photo,shop_rel_herbalist,shop_rel_hvac,shop_rel_art,shop_rel_general,shop_rel_musical_instrument,shop_rel_vacant,shop_rel_window_blind,shop_rel_grocery,shop_rel_sewing,amenity_rel_place_of_worship,shop_rel_music,amenity_rel_marketplace,shop_rel_gas,shop_rel_new_age,shop_rel_video_games,shop_rel_erotic,shop_rel_antiques,shop_rel_religion,shop_rel_collector,shop_rel_tea,shop_rel_craft,shop_rel_tiles,shop_rel_orthopedics,shop_rel_religion;candles,shop_rel_esoteric,shop_rel_locksmith;shoe_repair,shop_rel_camera,shop_rel_anime,shop_rel_repair,shop_rel_weapons,shop_rel_motorcycle_repair,shop_rel_farm,shop_rel_hearing_aids,amenity_rel_exhibition_centre,amenity_rel_parcel_locker,amenity_rel_trade_school,amenity_rel_coworking_space,amenity_rel_public_bath
Malaga_hdbscan_5_5,105,11,-4.417850576946471,36.74966011307958,-4.4174449,36.7497501,3.3473425536073677e-06,3286188.9166812366,0.0007618194296488335,0.0019411811467238151,0.0007562283154820154,0.00042258020397357255,Yes,,0.091,,,0.091,,,0.091,0.091,,0.091,,,0.091,,,,,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,106,12,-4.436411761249002,36.715205650910534,-4.43632055,36.715216749999996,4.629339580011409e-06,2592162.400834381,0.001029843533723667,0.001494339715459313,0.0009766309518901858,0.00047180146253891254,Yes,,,,,,,0.25,0.083,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,107,14,-4.421703478373127,36.7493593909672,-4.421624814163296,36.7492041,1.2058954799997364e-06,11609629.716833387,0.0003914058209904541,0.001072744750601768,0.0002191951496411596,0.00040715196181928477,Yes,,,,,,,0.071,0.143,0.071,0.071,0.071,0.071,,,,,,,,,,0.071,,,,,,,,,,0.071,0.071,0.071,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,108,9,-4.422712070499224,36.75094137155472,-4.4226808,36.7508213,1.0521095897965132e-06,8554241.960422276,0.0003723806846108134,0.0009060083705537574,0.0002463038763354704,0.0003687626740518312,Yes,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,0.222,,,,,,,,0.111,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,109,27,-4.443083561767892,36.70912762992473,-4.4431916,36.7091053,1.5247629666558165e-05,1770767.0366114478,0.0014684902121753973,0.0029573984606952406,0.0015375082115099395,0.0006314779506237448,Yes,0.111,0.074,0.037,0.037,0.037,,0.037,0.111,0.037,0.074,0.111,,,,,,,,,,,,,,0.037,,,,,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,,,,,,,,,,,,,,,0.037,,,,,,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,110,22,-4.43983639404925,36.71260439457038,-4.439995225245717,36.7124932,8.805062052809227e-06,2498562.74357328,0.0011255338118068311,0.0022926154360882237,0.0010580885502020465,0.0006436116731999625,Yes,,0.091,,,,,0.091,0.182,,,0.136,,0.045,,,,,,,,,0.045,,,,,,,,,,,,,,,0.045,,,0.045,,,,,,,,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,111,6,-4.4352026916666665,36.726358358333336,-4.43510135,36.72623975,5.933331425009373e-07,10112362.802977117,0.0003897161796951562,0.0006707871173532467,0.00034361244692320545,0.00024876866834039975,Yes,,0.167,0.167,,,0.333,,0.167,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,112,15,-4.443287991278376,36.70188319460604,-4.4439232,36.7017583,5.372941143651878e-06,2791767.0413573165,0.001195904659592988,0.0022629927155410077,0.0012152969577616801,0.00042634796979495006,Yes,,0.133,,0.067,,,,0.067,,,0.133,,0.067,0.067,,0.067,,,,,,,,,,,,,,,0.133,,,,,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067,,,,,,,,,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,113,24,-4.429197630713041,36.72644769611102,-4.42908135,36.72647175,5.4785462361347805e-06,4380724.185862208,0.0009210208115202769,0.0013626937339897712,0.00063983328685597,0.0007385273938285135,Yes,,0.125,0.042,,0.042,,0.125,0.083,,,0.083,,0.042,,,0.042,,,,0.042,0.042,0.042,,,,,,,,,,0.042,,0.042,,,0.042,,,,,,,,,,,,,,,,,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,114,14,-4.439108049742308,36.70033265276554,-4.439159699999999,36.7003246,2.257290580215954e-06,6202125.73547382,0.0004294391071393977,0.0014418868875082072,0.0002480109767302073,0.0005392726149687415,Yes,,,,,,,,0.071,,,,,,,,,,,,,,0.071,,,,,,,,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,115,18,-4.438123866316784,36.70272572189701,-4.437795250000001,36.70260771794108,4.328305048038919e-06,4158671.7664817763,0.0007922390162711872,0.001417403016405422,0.0006138328923350863,0.0006370483837805214,Yes,,0.167,0.056,,0.056,,,0.056,0.167,,0.056,0.056,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,116,11,-4.438727490583111,36.70540260517196,-4.4387478,36.7053648,2.6709545399965545e-06,4118377.844055028,0.0006187389919766441,0.001330240889297145,0.000550050776370281,0.00043431236238544854,Yes,0.091,0.091,,0.091,,,,0.182,,0.091,0.091,,,,0.091,,,,,,,,,,,,,,,,,0.091,0.091,,,,,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,117,9,-4.437014824260889,36.7067091709189,-4.4369966,36.7067223,3.9480565802082023e-07,22796025.885539316,0.00023590661920576498,0.000466974501718012,0.0001747817586776681,0.00019739344969790516,Yes,0.111,,,,,,,0.222,,,,,,,,,,0.222,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,118,5,-4.4336702,36.70306101999999,-4.4337429,36.7030552,2.1552090000066865e-07,23199606.163413793,0.00022230111571931743,0.0003979324872429281,0.00021386645365747525,0.00011975273525123322,No,,0.2,,,,,0.4,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,119,29,-4.435408460283496,36.70477354511307,-4.4354004,36.7047766,5.711103443276117e-06,5077827.829251232,0.0007783055785961555,0.0020369239856082586,0.0007507908441168223,0.00048623265879484275,Yes,,,,0.103,0.034,,0.207,0.103,,0.069,,0.069,0.103,,,,,,,,0.034,0.034,,,,,,,,,,,,,,0.207,,,,,,,,,,,,,,,,,,,,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,120,7,-4.4215780350281175,36.73127036726247,-4.4215547,36.7313709,8.510465250234344e-07,8225167.243127217,0.00039598062659191674,0.0006921235269749889,0.00022432560945446857,0.0003796824521040414,Yes,,,0.143,0.143,0.143,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,121,20,-4.431960944618774,36.7240805475672,-4.432040649999999,36.72412185,2.9339030551033907e-06,6816857.825350061,0.0005157785053269142,0.0011076286127476287,0.0004336103972300408,0.0003962712019281019,Yes,0.05,0.05,,0.05,0.05,0.05,0.05,0.05,0.1,0.05,,,0.1,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,122,69,-4.434410629463613,36.72185949714186,-4.434523,36.7215757,1.5999925736736018e-05,4312520.016363275,0.0013087696496992937,0.0032148921327043163,0.0012824898410816995,0.0007139712090973232,Yes,,0.043,,0.043,,,0.029,0.029,,0.029,0.029,,0.029,,0.014,0.014,,0.058,,,,0.014,,,,,,,,0.014,0.014,0.029,0.043,0.014,0.014,0.087,,0.029,,0.029,0.014,,0.014,,0.014,,,,,,,,,,,,0.014,,,,,,,,,,,,,0.014,0.014,,0.014,,,,,,,,,,,0.014,,,,,,,,,,,,,,,,,,,0.014,,,,,,,,,,,,0.043,,,,,,,,,,,0.014,,,,,0.014,0.014,,,,,,,0.043,0.014,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,123,22,-4.423886844172696,36.72709504163043,-4.4237865,36.727141206806266,2.8431436427760783e-06,7737913.649174245,0.0005586118324966443,0.0012439056531299345,0.0004718979730722262,0.00041902034330689803,Yes,0.045,0.045,0.045,,0.045,,0.091,0.045,0.045,,0.091,,0.045,0.045,,,,0.045,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,124,8,-4.427436966666439,36.71093874110109,-4.427326046544765,36.71072990996309,1.7897574280517276e-06,4469879.478979753,0.0007119479495048962,0.0010359502768272964,0.0003247014923218909,0.0006850644854802019,No,,0.125,,0.125,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,125,11,-4.433999876666392,36.70890465166571,-4.4340362,36.7088709,1.6006742266848773e-06,6872104.152499456,0.00039442483249593915,0.000990325175634181,0.00036826679510912916,0.00030049555363968104,Yes,,0.091,0.091,,0.091,0.182,0.091,,,,,,,,,,,0.091,,,,,,,,,,,,,,,0.091,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,126,5,-4.427227859767507,36.718322891557044,-4.4272902164903405,36.7182275,8.329714508133047e-07,6002606.686121177,0.00042890848536994983,0.0005734906126904428,0.0003527755687776775,0.0002761981954341685,Yes,,,,,,,,0.2,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,127,6,-4.431541283333334,36.716412049999995,-4.43159855,36.7165423,4.944617099979542e-07,12134407.738113482,0.0003564702166842695,0.0005518428907824451,0.00030169364934578543,0.0002280035361573783,No,,,,,,,,,,,,,0.167,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,128,5,-4.426543997562055,36.72145601542671,-4.4264977,36.7215748,8.433471000052854e-07,5928756.973218577,0.0004395355663005745,0.0007864250284514564,0.00042134445336477664,0.0002539308898670913,Yes,,,,,,0.2,,,0.2,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,129,6,-4.430065801247141,36.71737585354924,-4.4299285,36.7173954231891,3.298282639106554e-07,18191285.15203686,0.0002783303447665792,0.00043589407521836,0.0002537620465563353,0.00015142620243149184,Yes,,,,,,,,0.333,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,130,16,-4.4319267720893,36.71838022003736,-4.431698900000001,36.7184114,3.0445843899997107e-06,5255232.882541818,0.0007303239182048193,0.0021329198241258557,0.0008442127767313492,0.0002762365707675817,Yes,,0.125,,0.25,,,,0.125,,,,,,,,,,,,,0.062,,,,,,,,,0.062,,,,,,,0.062,,,,,,,,,,,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,131,5,-4.429555615208334,36.71124555376097,-4.4294513,36.7113003,4.562240400014144e-07,10959527.69166767,0.0002759241877787059,0.0006045331349397547,0.00028340821766825063,0.0001837336664115716,Yes,,,,,,,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,132,11,-4.428985313210297,36.721451918163005,-4.4289842,36.7216473,1.7393510399922453e-06,6324197.788187163,0.00044903388848874725,0.0012064283830783078,0.00043547102656786487,0.0003232764655296668,Yes,,0.091,,0.091,,,,,,,0.091,,0.091,,0.091,,,0.091,,,,0.091,,,,,,,,,,,,,,,,,,0.091,,,,,,,,,0.091,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,133,14,-4.42926624450369,36.719093359990964,-4.4293293,36.719184,3.653597745609022e-06,3831839.4565536184,0.0007681805776725665,0.0012563649709396462,0.00048466646444075004,0.0007014601417965622,Yes,,0.143,0.071,,,,,0.071,,0.071,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,,,,,,,,,,,,,,,,0.071,,,,,,,,0.071,,,,,,,,,,,0.071,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,134,28,-4.427925080217207,36.71396444834077,-4.427808049999999,36.713789500000004,7.142379959993191e-06,3920261.8954518195,0.0009084739935542993,0.0018924507539247611,0.0006642794235963115,0.0008055219543234628,Yes,0.036,0.143,0.036,0.036,,,0.214,0.036,,,,0.036,,,,,,,,,,,,,,,,,,,,,,,,0.036,,,,0.036,,,,,,,,0.036,,0.071,,,,,,,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,,,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,135,9,-4.429096546534567,36.715965713542616,-4.4291684,36.7160343,1.34212147999584e-06,6705801.325844137,0.0004550283982079769,0.0009570141109418221,0.0004092430442447203,0.0003066881692710295,Yes,,,,0.111,0.111,,,0.111,,,,,0.111,,0.111,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,136,13,-4.429946130378144,36.71405250958324,-4.4299163,36.7139545,2.627626860001537e-06,4947430.016753747,0.0006791117967231406,0.0011932145875473243,0.0003907342435231909,0.0006276644725185046,No,,0.077,,,,,0.077,,0.308,,,,0.077,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,137,11,-4.430743928801339,36.712355356953736,-4.43072678300084,36.7123944,1.114736369740768e-06,9867803.992578128,0.00037144925217464167,0.0006606488810690205,0.0003202072283201069,0.0002629881324832972,Yes,0.091,0.091,,,,,0.091,0.091,,,,0.091,,,,,,,,,,,,,,,,,,,0.091,,,,0.091,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,138,7,-4.431720159974352,36.711336821289855,-4.4317254,36.7112783,3.430288074798552e-07,20406449.392478745,0.0002246497034847549,0.0004508484923699876,0.0001822426418331166,0.00018830609387417082,Yes,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,0.429,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,139,16,-4.433910468611957,36.713224019795796,-4.433874299999999,36.71315041491238,2.090805660002341e-06,7652552.4615148045,0.0005433937320910699,0.0010956083669766336,0.0005295449340816775,0.0003097984241888146,Yes,,,0.062,0.062,,,,0.125,,0.062,,,,,,,,0.062,,,,0.062,,,,,,,,,,,,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,140,7,-4.432630171428571,36.712417,-4.432698,36.7123341,4.513194500004093e-07,15510078.282674616,0.00030604486097406483,0.00040389956950011193,0.0002019466670349345,0.00024973216509988354,Yes,,,,0.143,,,0.143,,,,0.143,,,,,,,,,,,,,,,,,,0.286,,,,,,,0.143,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,141,12,-4.418477809611629,36.729460003489386,-4.418545466469518,36.729483899840076,1.101929488011523e-06,10889988.99707684,0.0005137450488483846,0.0007934771677819607,0.0005102635717651742,0.00018614270985585835,Yes,,,,0.083,,,0.25,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,0.083,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,142,1578,-4.419531045977404,36.723355992168415,-4.4202196533694655,36.7223878,0.00031840515570001203,4955949.901410282,0.005510394054960313,0.013349520987746034,0.003579877103111615,0.005053601025735239,Yes,0.023,0.016,0.006,0.062,0.004,0.008,0.152,0.012,0.01,0.016,0.01,0.03,0.022,0.001,0.009,0.003,,0.034,,0.001,0.003,0.009,0.001,0.002,,,,0.001,,0.001,0.001,0.01,0.013,0.01,0.03,0.035,0.006,0.014,,0.009,0.001,0.001,0.004,0.002,0.011,,0.001,0.001,0.001,0.013,0.001,0.003,0.002,0.005,0.001,0.007,0.003,0.015,0.046,,0.006,0.003,,0.004,,,0.001,0.004,0.008,0.004,0.003,0.006,0.001,0.002,,0.015,0.001,0.002,,,0.004,0.013,0.002,0.003,0.006,0.001,0.001,0.003,0.003,,0.006,,0.001,0.001,,,0.001,0.001,,0.001,0.002,0.003,0.001,0.001,0.002,,,,,,,0.001,,0.001,0.004,0.003,,0.001,0.001,,,,,0.002,,0.004,0.002,0.002,0.001,0.001,0.002,0.004,,0.002,,0.001,0.001,,0.002,0.003,0.004,0.001,0.001,,,,0.003,0.003,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
